PhoneNumber,Name,City,State,Carrier,Type,SpamScore
+918863638241,Mukul Mishra,Navi Mumbai,Maharashtra,Airtel,Mobile,0
+916193667760,Kabir Kamath,Thane,Maharashtra,Vodafone Idea,Mobile,0
+916329091297,Shravan Kamath,Ranchi,Jharkhand,Vodafone Idea,Mobile,0
+917833113087,Diya Pai,Thane,Maharashtra,Airtel,Mobile,0
+917391506208,Lakshmi Dhawan,Ahmedabad,Gujarat,Airtel,Mobile,0
+918658643300,Kiran Mitra,Coimbatore,Tamil Nadu,BSNL,Mobile,0
+916078996248,Rekha Chakraborty,Jammu,Jammu & Kashmir,Jio,Mobile,0
+917111504785,Lokesh Goyal,Rajkot,Gujarat,Vodafone Idea,Mobile,0
+917126665662,Sai Menon,Bhubaneswar,Odisha,Vodafone Idea,Mobile,0
+917357710976,Harpreet Pandey,Kanpur,Uttar Pradesh,Airtel,Mobile,0
+918449308444,Pradeep Singhal,Vadodara,Gujarat,Airtel,Mobile,0
+916139784051,Vinita Iyer,Aurangabad,Maharashtra,Airtel,Mobile,0
+917928355192,Vihaan Gogoi,Hubli,Karnataka,BSNL,Mobile,0
+918679184832,Usha Reddy,Allahabad,Uttar Pradesh,Vodafone Idea,Mobile,0
+917391332810,Anika Bora,Visakhapatnam,Andhra Pradesh,BSNL,Mobile,0
+919527623713,Manpreet Garg,Patna,Bihar,Airtel,Mobile,0
+918075409623,Sukhpreet Yadav,Allahabad,Uttar Pradesh,Jio,Mobile,0
+917838678488,Atharv Saikia,Thiruvananthapuram,Kerala,BSNL,Mobile,0
+916288018910,Simran Tiwari,Srinagar,Jammu & Kashmir,Airtel,Mobile,0
+916223032572,Rajeev Jadhav,Salem,Tamil Nadu,Vodafone Idea,Mobile,0
+919377102827,Suresh Pawar,Gurugram,Haryana,BSNL,Mobile,0
+919677117244,Amanpreet Tandon,Pune,Maharashtra,Jio,Mobile,0
+919910904230,Pooja Dhawan,Hyderabad,Telangana,Jio,Mobile,0
+917377605167,Manoj Mukherjee,Agra,Uttar Pradesh,Airtel,Mobile,0
+917568341858,Shalini Biswas,Agra,Uttar Pradesh,Vodafone Idea,Mobile,0
+918289843809,Lokesh Naidu,Navi Mumbai,Maharashtra,Vodafone Idea,Mobile,0
+919668632389,Anvi Mehra,Srinagar,Jammu & Kashmir,BSNL,Mobile,0
+919927176987,Kavita Pai,Gwalior,Madhya Pradesh,BSNL,Mobile,0
+917096581152,Nandini Tomar,Rajkot,Gujarat,BSNL,Mobile,0
+917722891061,Archana Mehta,Surat,Gujarat,BSNL,Mobile,0
+919632472769,Pankaj Khare,Mumbai,Maharashtra,Jio,Mobile,0
+917980276562,Shravan Sarkar,Madurai,Tamil Nadu,Vodafone Idea,Mobile,0
+918847908599,Nitesh Jadhav,Pune,Maharashtra,Jio,Mobile,0
+917239370514,Nikhil Bajaj,Varanasi,Uttar Pradesh,BSNL,Mobile,0
+916081252318,Amanpreet Dutta,Varanasi,Uttar Pradesh,BSNL,Mobile,0
+919182715736,Shikha Gogoi,Surat,Gujarat,Airtel,Mobile,0
+916044460152,Navpreet Mitra,Noida,Uttar Pradesh,Vodafone Idea,Mobile,0
+917426101356,Rajesh Sarkar,Agra,Uttar Pradesh,Airtel,Mobile,0
+918630712600,Ganesh Mishra,Kanpur,Uttar Pradesh,Vodafone Idea,Mobile,0
+918477896663,Lalit Mitra,Pune,Maharashtra,Vodafone Idea,Mobile,0
+917142259061,Harpreet Bajaj,Hyderabad,Telangana,Jio,Mobile,0
+918631483278,Rohit Parmar,Jabalpur,Madhya Pradesh,Jio,Mobile,0
+917363881856,Ritesh Mitra,Surat,Gujarat,Airtel,Mobile,0
+918270050361,Jaspreet Saikia,Navi Mumbai,Maharashtra,Vodafone Idea,Mobile,0
+917344912964,Arnav Reddy,Udaipur,Rajasthan,BSNL,Mobile,0
+918363252012,Asha Pillai,Bangalore,Karnataka,Vodafone Idea,Mobile,0
+918794555052,Jyoti Thakur,Coimbatore,Tamil Nadu,Vodafone Idea,Mobile,0
+917320111873,Navpreet Arora,Mysore,Karnataka,Jio,Mobile,0
+917245015541,Amit Rawat,Kanpur,Uttar Pradesh,Jio,Mobile,0
+919481576878,Anjali Iyer,Agra,Uttar Pradesh,Vodafone Idea,Mobile,0
+917887459437,Dhruv Malhotra,Nashik,Maharashtra,Vodafone Idea,Mobile,0
+919514414231,Arnav Paul,Dehradun,Uttarakhand,Vodafone Idea,Mobile,0
+916314943639,Alpesh Pandey,Pune,Maharashtra,Jio,Mobile,0
+917041430879,Vipul Negi,Varanasi,Uttar Pradesh,Vodafone Idea,Mobile,0
+918923081456,Suresh Sarkar,Nashik,Maharashtra,Airtel,Mobile,0
+918436465844,Advik Yadav,Dehradun,Uttarakhand,BSNL,Mobile,0
+917585959292,Sohan Shinde,Tiruchirappalli,Tamil Nadu,Airtel,Mobile,0
+919961046011,Jaspreet Pant,Rajkot,Gujarat,Airtel,Mobile,0
+919372030422,Yogesh Mishra,Varanasi,Uttar Pradesh,Jio,Mobile,0
+919151339362,Myra Bora,Dehradun,Uttarakhand,BSNL,Mobile,0
+916063253578,Deepa Deshmukh,Chennai,Tamil Nadu,BSNL,Mobile,0
+919160927705,Lakhan Verma,Gwalior,Madhya Pradesh,BSNL,Mobile,0
+919280956498,Shikha Tandon,Varanasi,Uttar Pradesh,Airtel,Mobile,0
+918924800173,Atharv Bhat,Varanasi,Uttar Pradesh,Airtel,Mobile,0
+916310410266,Anita Gogoi,Jodhpur,Rajasthan,Jio,Mobile,0
+919363399520,Manpreet Singhal,Thane,Maharashtra,Jio,Mobile,0
+916211302682,Rahul Dey,Salem,Tamil Nadu,Jio,Mobile,0
+916292671251,Shikha Kumar,Ahmedabad,Gujarat,Vodafone Idea,Mobile,0
+919633004806,Tushar Negi,Gwalior,Madhya Pradesh,Vodafone Idea,Mobile,0
+919073004359,Mahesh Tripathi,Jabalpur,Madhya Pradesh,Vodafone Idea,Mobile,0
+918318210253,Manoj Tiwari,Gurugram,Haryana,BSNL,Mobile,0
+917517069474,Krishna Roy,Jammu,Jammu & Kashmir,BSNL,Mobile,0
+917185291049,Bhavna Sethi,Varanasi,Uttar Pradesh,Vodafone Idea,Mobile,0
+919772871638,Ayaan Negi,Mysore,Karnataka,Airtel,Mobile,0
+919443205339,Yash More,Navi Mumbai,Maharashtra,Airtel,Mobile,0
+917978148084,Sara Saikia,Salem,Tamil Nadu,Jio,Mobile,0
+916064361912,Rakesh Biswas,Visakhapatnam,Andhra Pradesh,BSNL,Mobile,0
+919941317840,Umesh Yadav,Rajkot,Gujarat,Airtel,Mobile,0
+916079366963,Seema Warrier,Ranchi,Jharkhand,Airtel,Mobile,0
+917522448399,Rahul Jain,Ludhiana,Punjab,Vodafone Idea,Mobile,0
+919928249635,Paresh Saikia,Srinagar,Jammu & Kashmir,Vodafone Idea,Mobile,0
+919514301269,Lalita Kaul,Bhopal,Madhya Pradesh,Airtel,Mobile,0
+918569968155,Vijay Chauhan,Gurugram,Haryana,Vodafone Idea,Mobile,0
+918296483992,Harish Shah,Vadodara,Gujarat,Jio,Mobile,0
+919677891482,Divya Pai,Bangalore,Karnataka,Jio,Mobile,0
+918753141089,Meera Bajaj,Kanpur,Uttar Pradesh,Airtel,Mobile,0
+918269788550,Aditya Singh,Coimbatore,Tamil Nadu,Vodafone Idea,Mobile,0
+918769123549,Karthik Vaghela,Tiruchirappalli,Tamil Nadu,Airtel,Mobile,0
+919695433480,Umesh Saikia,Gwalior,Madhya Pradesh,BSNL,Mobile,0
+917534588739,Nitesh Jadeja,Noida,Uttar Pradesh,BSNL,Mobile,0
+916386980849,Arjun Mandal,Hubli,Karnataka,BSNL,Mobile,0
+918117647809,Sumit Roy,Thiruvananthapuram,Kerala,Airtel,Mobile,0
+916255932186,Reyansh Modi,Ghaziabad,Uttar Pradesh,BSNL,Mobile,0
+918687567672,Gurpreet Jadhav,Thane,Maharashtra,Jio,Mobile,0
+919566778523,Divya Malhotra,Rajkot,Gujarat,Vodafone Idea,Mobile,0
+919955565614,Deepak Patel,Ranchi,Jharkhand,Jio,Mobile,0
+917683137676,Yash Reddy,Guwahati,Assam,BSNL,Mobile,0
+918958695611,Navpreet Chopra,Bangalore,Karnataka,Jio,Mobile,0
+917258724256,Anika Shukla,Shimla,Himachal Pradesh,BSNL,Mobile,0
+919586747222,Atharv Ahuja,Bangalore,Karnataka,Vodafone Idea,Mobile,0
+919567511312,Hitesh Mitra,Chandigarh,Punjab,Airtel,Mobile,0
+919592953708,Lalita Bhatia,Bangalore,Karnataka,BSNL,Mobile,0
+918111960286,Aman Rajput,Navi Mumbai,Maharashtra,Vodafone Idea,Mobile,0
+917764984434,Arnav Shukla,Varanasi,Uttar Pradesh,Airtel,Mobile,0
+919428783200,Sushma Dhawan,Agra,Uttar Pradesh,Jio,Mobile,0
+918862283769,Ganesh Warrier,Salem,Tamil Nadu,Vodafone Idea,Mobile,0
+916139542001,Geeta Mehta,Hyderabad,Telangana,BSNL,Mobile,0
+917873373749,Bhavna Talwar,Nashik,Maharashtra,Vodafone Idea,Mobile,0
+918846686323,Vivaan Verma,Belgaum,Karnataka,Jio,Mobile,0
+918054593925,Rahul Iyer,Chandigarh,Punjab,Vodafone Idea,Mobile,0
+916338750428,Vipul Wani,Amritsar,Punjab,Airtel,Mobile,0
+917581229561,Lakshmi Rawat,Ahmedabad,Gujarat,BSNL,Mobile,0
+919336783773,Arun Chopra,Dehradun,Uttarakhand,BSNL,Mobile,0
+916053919868,Vijay Roy,Bhubaneswar,Odisha,Airtel,Mobile,0
+919081641688,Sapna Pandey,Chandigarh,Punjab,Vodafone Idea,Mobile,0
+916358376671,Garima Modi,Ghaziabad,Uttar Pradesh,Jio,Mobile,0
+918069952003,Sarita Bora,Nagpur,Maharashtra,Airtel,Mobile,0
+919388471569,Chetan Biswas,Madurai,Tamil Nadu,Vodafone Idea,Mobile,0
+917154261194,Preeti Mathur,Bhubaneswar,Odisha,Jio,Mobile,0
+918521037930,Neelam Deshmukh,Thiruvananthapuram,Kerala,Jio,Mobile,0
+919628685669,Namita Nair,Ahmedabad,Gujarat,Vodafone Idea,Mobile,0
+918915737735,Aadhya Dar,Hubli,Karnataka,Airtel,Mobile,0
+918474696491,Mukul Chakraborty,Jammu,Jammu & Kashmir,Jio,Mobile,0
+917663562191,Anika Kapoor,Varanasi,Uttar Pradesh,Airtel,Mobile,0
+918512748776,Dinesh Hegde,Surat,Gujarat,Airtel,Mobile,0
+917521629568,Shalini Jadeja,Pune,Maharashtra,Vodafone Idea,Mobile,0
+917684398318,Anjali Wani,Ahmedabad,Gujarat,BSNL,Mobile,0
+916246739509,Lokesh Saikia,Allahabad,Uttar Pradesh,Airtel,Mobile,0
+918897826723,Rachna Chauhan,Bhubaneswar,Odisha,Jio,Mobile,0
+919249223306,Tarun Rao,Jabalpur,Madhya Pradesh,Airtel,Mobile,0
+919345218810,Roshan Banerjee,Jodhpur,Rajasthan,Vodafone Idea,Mobile,0
+917025946203,Jyoti Ghosh,Rajkot,Gujarat,Vodafone Idea,Mobile,0
+917483751227,Manoj Kapoor,Mangalore,Karnataka,Airtel,Mobile,0
+919119659997,Asha Kurup,Jaipur,Rajasthan,Vodafone Idea,Mobile,0
+919662585254,Rahul Singhal,Delhi,Delhi,Jio,Mobile,0
+917128194815,Ravi Ghosh,Nashik,Maharashtra,Airtel,Mobile,0
+918938446730,Atharv Malhotra,Bhopal,Madhya Pradesh,Airtel,Mobile,0
+916373812901,Preeti Sethi,Tiruchirappalli,Tamil Nadu,Jio,Mobile,0
+918050591848,Manju Chakraborty,Ranchi,Jharkhand,Airtel,Mobile,0
+918424499370,Jaspreet Chauhan,Mangalore,Karnataka,BSNL,Mobile,0
+919325259108,Ramesh Rajput,Indore,Madhya Pradesh,Airtel,Mobile,0
+918315690984,Raman Shah,Kolkata,West Bengal,Airtel,Mobile,0
+917288145528,Umesh Chopra,Tiruchirappalli,Tamil Nadu,Vodafone Idea,Mobile,0
+917322599677,Ishaan Sarkar,Indore,Madhya Pradesh,Airtel,Mobile,0
+917433759729,Kishan Das,Nagpur,Maharashtra,BSNL,Mobile,0
+918142694247,Jayesh Ghosh,Agra,Uttar Pradesh,Airtel,Mobile,0
+918279878923,Sushma Mir,Bhubaneswar,Odisha,Vodafone Idea,Mobile,0
+918037520631,Vihaan Kamath,Raipur,Chhattisgarh,Airtel,Mobile,0
+919422498024,Shalini Gowda,Navi Mumbai,Maharashtra,Airtel,Mobile,0
+917494361629,Swapna Yadav,Mangalore,Karnataka,Vodafone Idea,Mobile,0
+919413172999,Nitesh Chauhan,Lucknow,Uttar Pradesh,Jio,Mobile,0
+917385551978,Asha Tandon,Kochi,Kerala,Vodafone Idea,Mobile,0
+917482241746,Krishna Shah,Lucknow,Uttar Pradesh,BSNL,Mobile,0
+916399736931,Diya Hegde,Ranchi,Jharkhand,Jio,Mobile,0
+918046346897,Ishaan Bora,Nagpur,Maharashtra,Jio,Mobile,0
+917111191587,Neha Dutta,Srinagar,Jammu & Kashmir,Airtel,Mobile,0
+917797158671,Aarav Wani,Kolkata,West Bengal,Jio,Mobile,0
+918611076215,Sneha More,Visakhapatnam,Andhra Pradesh,Airtel,Mobile,0
+918587199924,Vandana Mehta,Gurugram,Haryana,Airtel,Mobile,0
+919971828268,Arun Sen,Thiruvananthapuram,Kerala,Jio,Mobile,0
+916210721721,Vinita Garg,Navi Mumbai,Maharashtra,Vodafone Idea,Mobile,0
+919635403985,Shravan Negi,Navi Mumbai,Maharashtra,BSNL,Mobile,0
+918628290531,Reyansh Tomar,Gurugram,Haryana,Vodafone Idea,Mobile,0
+918711255223,Vineet Bora,Kanpur,Uttar Pradesh,Airtel,Mobile,0
+918534637535,Vihaan Yadav,Chennai,Tamil Nadu,Airtel,Mobile,0
+918765414695,Navpreet Das,Raipur,Chhattisgarh,Vodafone Idea,Mobile,0
+918849383228,Rahul Dar,Jammu,Jammu & Kashmir,BSNL,Mobile,0
+917478317395,Gurpreet Gogoi,Kochi,Kerala,Vodafone Idea,Mobile,0
+919457553842,Kunal Mehra,Agra,Uttar Pradesh,Vodafone Idea,Mobile,0
+918059456720,Reyansh Vaghela,Visakhapatnam,Andhra Pradesh,BSNL,Mobile,0
+917939144117,Priya Ghosh,Madurai,Tamil Nadu,Jio,Mobile,0
+917339119043,Archana Verma,Chennai,Tamil Nadu,Airtel,Mobile,0
+918782024528,Manish Gupta,Navi Mumbai,Maharashtra,Airtel,Mobile,0
+916175791365,Pooja Khare,Kolkata,West Bengal,Vodafone Idea,Mobile,0
+918958033810,Gurpreet Sharma,Kochi,Kerala,Vodafone Idea,Mobile,0
+918992208139,Sushma Yadav,Kolkata,West Bengal,Airtel,Mobile,0
+919288550794,Archana Khare,Noida,Uttar Pradesh,Jio,Mobile,0
+919083644387,Ravi Chauhan,Tiruchirappalli,Tamil Nadu,Jio,Mobile,0
+919583977495,Divya Khanna,Belgaum,Karnataka,Jio,Mobile,0
+916126519734,Vihaan Gogoi,Jammu,Jammu & Kashmir,Airtel,Mobile,0
+919893986747,Mukul Chatterjee,Visakhapatnam,Andhra Pradesh,BSNL,Mobile,0
+919670181770,Sarita Mehta,Pune,Maharashtra,Airtel,Mobile,0
+918353737438,Swati Arora,Rajkot,Gujarat,BSNL,Mobile,0
+919032816947,Ritesh Rao,Belgaum,Karnataka,Vodafone Idea,Mobile,0
+916125615352,Amit Iyer,Visakhapatnam,Andhra Pradesh,Vodafone Idea,Mobile,0
+918989107352,Arun Talwar,Madurai,Tamil Nadu,Jio,Mobile,0
+917574219484,Naman Pai,Tiruchirappalli,Tamil Nadu,Airtel,Mobile,0
+917920029792,Shravan Gowda,Kochi,Kerala,Airtel,Mobile,0
+919056229136,Myra Gowda,Noida,Uttar Pradesh,BSNL,Mobile,0
+917387344856,Aarav Pillai,Aurangabad,Maharashtra,Airtel,Mobile,0
+919913845920,Sunanda Pant,Aurangabad,Maharashtra,Jio,Mobile,0
+918267133110,Ishaan Kulkarni,Bhopal,Madhya Pradesh,Vodafone Idea,Mobile,0
+916268103211,Krishna Bose,Lucknow,Uttar Pradesh,Airtel,Mobile,0
+919534946142,Krishna Tripathi,Varanasi,Uttar Pradesh,Vodafone Idea,Mobile,0
+918868021205,Brijesh Kurup,Chandigarh,Punjab,Vodafone Idea,Mobile,0
+917645419841,Kunal Khanna,Aurangabad,Maharashtra,Airtel,Mobile,0
+918473187794,Kavita Sen,Bangalore,Karnataka,BSNL,Mobile,0
+919457052018,Kavita Garg,Ghaziabad,Uttar Pradesh,Jio,Mobile,0
+918571423401,Sara Gogoi,Shimla,Himachal Pradesh,BSNL,Mobile,0
+917095962331,Naman Bora,Indore,Madhya Pradesh,Jio,Mobile,0
+917684659827,Shravan Shekhawat,Kochi,Kerala,BSNL,Mobile,0
+919351997298,Reema Kamath,Aurangabad,Maharashtra,BSNL,Mobile,0
+919877940663,Geeta Malhotra,Delhi,Delhi,Jio,Mobile,0
+919636295475,Priya Saikia,Shimla,Himachal Pradesh,BSNL,Mobile,0
+919593012797,Rakesh Kamath,Salem,Tamil Nadu,Jio,Mobile,0
+917062879750,Girish Yadav,Jaipur,Rajasthan,Jio,Mobile,0
+919926784607,Bhavna Goyal,Amritsar,Punjab,Jio,Mobile,0
+919113875600,Rekha Desai,Dehradun,Uttarakhand,BSNL,Mobile,0
+919184455258,Raman Dar,Pune,Maharashtra,Airtel,Mobile,0
+919675826570,Uma Gogoi,Shimla,Himachal Pradesh,Jio,Mobile,0
+917623048666,Suresh Raina,Patna,Bihar,Vodafone Idea,Mobile,0
+917584587897,Lakshmi Suri,Visakhapatnam,Andhra Pradesh,Jio,Mobile,0
+918350850220,Kabir Khanna,Guwahati,Assam,Jio,Mobile,0
+918325975877,Nikhil Banerjee,Jaipur,Rajasthan,Vodafone Idea,Mobile,0
+918781206464,Pooja Suri,Thane,Maharashtra,Vodafone Idea,Mobile,0
+919525679507,Jaspreet Goyal,Shimla,Himachal Pradesh,BSNL,Mobile,0
+918277605278,Uma Bhatia,Kolkata,West Bengal,Jio,Mobile,0
+916290903027,Naveen Patil,Ahmedabad,Gujarat,Vodafone Idea,Mobile,0
+918695616048,Paresh Talwar,Varanasi,Uttar Pradesh,Vodafone Idea,Mobile,0
+918932604152,Sunanda Patil,Guwahati,Assam,Airtel,Mobile,0
+918248192735,Mukesh Mathur,Jaipur,Rajasthan,BSNL,Mobile,0
+918934787009,Nitin Dar,Vadodara,Gujarat,Airtel,Mobile,0
+918014617888,Ajay Tripathi,Gwalior,Madhya Pradesh,Vodafone Idea,Mobile,0
+917442887853,Aadhya Gowda,Madurai,Tamil Nadu,Airtel,Mobile,0
+916325605527,Sandeep Naidu,Patna,Bihar,Vodafone Idea,Mobile,0
+918698142748,Kishan Sethi,Ludhiana,Punjab,Jio,Mobile,0
+917252553107,Lakhan Dar,Guwahati,Assam,BSNL,Mobile,0
+917436670158,Aanya Mehta,Amritsar,Punjab,Vodafone Idea,Mobile,0
+917861215781,Sanjay Mathur,Nashik,Maharashtra,Vodafone Idea,Mobile,0
+916017903701,Tejinder Bhatia,Delhi,Delhi,Airtel,Mobile,0
+918938863541,Garima Shinde,Varanasi,Uttar Pradesh,Airtel,Mobile,0
+917724905493,Jyoti Bhat,Jammu,Jammu & Kashmir,Airtel,Mobile,0
+918632236445,Amanpreet Hegde,Bangalore,Karnataka,Vodafone Idea,Mobile,0
+918028369428,Sachin Naidu,Lucknow,Uttar Pradesh,BSNL,Mobile,0
+916034169871,Neelam Rawat,Chandigarh,Punjab,BSNL,Mobile,0
+918524780855,Advik Singh,Lucknow,Uttar Pradesh,Airtel,Mobile,0
+916134030071,Advik Gowda,Tiruchirappalli,Tamil Nadu,BSNL,Mobile,0
+918081260499,Neelam Pai,Vadodara,Gujarat,BSNL,Mobile,0
+916333391944,Mohan Talwar,Kochi,Kerala,Airtel,Mobile,0
+917864052465,Kunal Goyal,Bhubaneswar,Odisha,BSNL,Mobile,0
+919082157678,Savita Iyer,Chandigarh,Punjab,BSNL,Mobile,0
+918080857367,Dhruv Banerjee,Hyderabad,Telangana,BSNL,Mobile,0
+918176317178,Sneha Bhatia,Visakhapatnam,Andhra Pradesh,Jio,Mobile,0
+917691704816,Harpreet Saxena,Pune,Maharashtra,BSNL,Mobile,0
+917773251163,Amita Singhal,Belgaum,Karnataka,Vodafone Idea,Mobile,0
+917299387415,Atharv Yadav,Noida,Uttar Pradesh,Jio,Mobile,0
+918710141705,Ajay Jain,Gwalior,Madhya Pradesh,BSNL,Mobile,0
+917485849374,Amita Sharma,Surat,Gujarat,Vodafone Idea,Mobile,0
+919283070484,Preeti Dutta,Thiruvananthapuram,Kerala,Jio,Mobile,0
+919069046749,Dinesh Malhotra,Rajkot,Gujarat,Vodafone Idea,Mobile,0
+917718403854,Uma Deshmukh,Faridabad,Haryana,BSNL,Mobile,0
+917916900550,Meera Kurup,Chandigarh,Punjab,Vodafone Idea,Mobile,0
+917063765535,Naresh Reddy,Jodhpur,Rajasthan,Vodafone Idea,Mobile,0
+918923090356,Pankaj Das,Gurugram,Haryana,Jio,Mobile,0
+917112860854,Krishna Talwar,Thane,Maharashtra,BSNL,Mobile,0
+916352007348,Bhavna Yadav,Guwahati,Assam,Jio,Mobile,0
+918085693006,Smita Ahuja,Jammu,Jammu & Kashmir,Vodafone Idea,Mobile,0
+917954452963,Sukhpreet Reddy,Thane,Maharashtra,Jio,Mobile,0
+917413625238,Kuldeep Negi,Vijayawada,Andhra Pradesh,Jio,Mobile,0
+918636195538,Karthik Das,Madurai,Tamil Nadu,Airtel,Mobile,0
+916275694246,Sneha Jain,Patna,Bihar,Airtel,Mobile,0
+918550930443,Raman Joshi,Agra,Uttar Pradesh,Vodafone Idea,Mobile,0
+919947837751,Nikhil Kumar,Ranchi,Jharkhand,Jio,Mobile,0
+919224275043,Ananya Iyer,Raipur,Chhattisgarh,Jio,Mobile,0
+917310001822,Mahesh Menon,Bangalore,Karnataka,Airtel,Mobile,0
+919459466278,Meera Solanki,Visakhapatnam,Andhra Pradesh,Airtel,Mobile,0
+917235110597,Manju Mukherjee,Visakhapatnam,Andhra Pradesh,BSNL,Mobile,0
+918771153019,Manju Banerjee,Agra,Uttar Pradesh,Airtel,Mobile,0
+917737423474,Sneha Modi,Indore,Madhya Pradesh,Airtel,Mobile,0
+917766338991,Lokesh Paul,Chennai,Tamil Nadu,BSNL,Mobile,0
+918922000077,Kavita Bisht,Salem,Tamil Nadu,Airtel,Mobile,0
+918826816617,Poonam Saxena,Lucknow,Uttar Pradesh,Vodafone Idea,Mobile,0
+916397044329,Naveen Banerjee,Udaipur,Rajasthan,Jio,Mobile,0
+918410370451,Arnav Kurup,Tiruchirappalli,Tamil Nadu,BSNL,Mobile,0
+919133044497,Aarav Rajput,Dehradun,Uttarakhand,Jio,Mobile,0
+918012705805,Rekha Mathur,Guwahati,Assam,BSNL,Mobile,0
+916176882105,Navpreet Jain,Ludhiana,Punjab,Airtel,Mobile,0
+917278515126,Kavita Warrier,Bhubaneswar,Odisha,BSNL,Mobile,0
+918327769579,Rachna Jadeja,Jaipur,Rajasthan,Jio,Mobile,0
+917028627279,Tejinder Modi,Srinagar,Jammu & Kashmir,Vodafone Idea,Mobile,0
+917671663310,Deepak Khare,Nashik,Maharashtra,BSNL,Mobile,0
+917757799935,Asha Reddy,Jabalpur,Madhya Pradesh,Airtel,Mobile,0
+917295116372,Anvi Mehra,Ghaziabad,Uttar Pradesh,Vodafone Idea,Mobile,0
+919827043387,Preeti Pandey,Salem,Tamil Nadu,Jio,Mobile,0
+917380577184,Vikram Shah,Agra,Uttar Pradesh,Vodafone Idea,Mobile,0
+919155985932,Ganesh Sen,Aurangabad,Maharashtra,Airtel,Mobile,0
+918930772951,Sushma Arora,Bangalore,Karnataka,BSNL,Mobile,0
+919582434708,Jitesh Jain,Chennai,Tamil Nadu,BSNL,Mobile,0
+917223073647,Pari Dey,Ghaziabad,Uttar Pradesh,Jio,Mobile,0
+918478252136,Sunanda Ghosh,Chennai,Tamil Nadu,BSNL,Mobile,0
+919674168762,Reema Tandon,Bangalore,Karnataka,BSNL,Mobile,0
+916344512318,Rajesh Negi,Pune,Maharashtra,Jio,Mobile,0
+919450019342,Umesh Bora,Navi Mumbai,Maharashtra,Airtel,Mobile,0
+917164236394,Ayaan Banerjee,Patna,Bihar,Airtel,Mobile,0
+918552824509,Ananya Gogoi,Noida,Uttar Pradesh,Jio,Mobile,0
+917027369679,Preeti Mir,Aurangabad,Maharashtra,BSNL,Mobile,0
+918950394610,Rohan Sethi,Rajkot,Gujarat,Vodafone Idea,Mobile,0
+918589345586,Aadhya Menon,Surat,Gujarat,Airtel,Mobile,0
+919012156827,Paresh Gogoi,Ahmedabad,Gujarat,BSNL,Mobile,0
+918683565049,Dhruv Ahuja,Coimbatore,Tamil Nadu,Airtel,Mobile,0
+918192161672,Vijay Mathur,Surat,Gujarat,Jio,Mobile,0
+917564448803,Krishna Jadeja,Allahabad,Uttar Pradesh,Vodafone Idea,Mobile,0
+918359098852,Arjun Tiwari,Ahmedabad,Gujarat,BSNL,Mobile,0
+917894299976,Rupesh Bisht,Srinagar,Jammu & Kashmir,Jio,Mobile,0
+918996890575,Yogesh Bajaj,Delhi,Delhi,Airtel,Mobile,0
+917279998018,Vishal Wani,Vijayawada,Andhra Pradesh,BSNL,Mobile,0
+918382449472,Lakshmi Patil,Thiruvananthapuram,Kerala,Airtel,Mobile,0
+916127306057,Usha Dutta,Visakhapatnam,Andhra Pradesh,Airtel,Mobile,0
+917356214884,Pari Bose,Agra,Uttar Pradesh,BSNL,Mobile,0
+918056390913,Rohan Shinde,Gwalior,Madhya Pradesh,BSNL,Mobile,0
+917069847800,Lakhan Rathore,Patna,Bihar,Vodafone Idea,Mobile,0
+917538717201,Dhruv Reddy,Navi Mumbai,Maharashtra,Vodafone Idea,Mobile,0
+918370692028,Sunita Yadav,Bhopal,Madhya Pradesh,Jio,Mobile,0
+917630998657,Sarita Mehta,Udaipur,Rajasthan,Jio,Mobile,0
+918313113866,Pradeep Rao,Shimla,Himachal Pradesh,Vodafone Idea,Mobile,0
+916370676560,Navpreet Modi,Srinagar,Jammu & Kashmir,BSNL,Mobile,0
+916042736801,Preeti Das,Coimbatore,Tamil Nadu,Airtel,Mobile,0
+919978590832,Anjali Negi,Ranchi,Jharkhand,Vodafone Idea,Mobile,0
+919482893174,Naresh Patel,Kanpur,Uttar Pradesh,Jio,Mobile,0
+918139361789,Rajesh Kurup,Mumbai,Maharashtra,Vodafone Idea,Mobile,0
+918942449449,Ajay Dubey,Hyderabad,Telangana,Airtel,Mobile,0
+917037222735,Manoj Dhawan,Noida,Uttar Pradesh,Jio,Mobile,0
+919968765914,Anvi Sethi,Hubli,Karnataka,Airtel,Mobile,0
+917493530509,Lalit Gogoi,Ghaziabad,Uttar Pradesh,Jio,Mobile,0
+919426308448,Vikram Sethi,Guwahati,Assam,Jio,Mobile,0
+918079909055,Sunil Nair,Patna,Bihar,Vodafone Idea,Mobile,0
+919760752254,Anjali Patil,Madurai,Tamil Nadu,Vodafone Idea,Mobile,0
+917212785621,Namita Warrier,Ludhiana,Punjab,Airtel,Mobile,0
+917424227778,Rajesh Garg,Mysore,Karnataka,Jio,Mobile,0
+917282494616,Kunal Menon,Chennai,Tamil Nadu,BSNL,Mobile,0
+918766291273,Hitesh Negi,Hyderabad,Telangana,Jio,Mobile,0
+918773773500,Kavita Dutta,Dehradun,Uttarakhand,BSNL,Mobile,0
+917779898621,Karun Reddy,Delhi,Delhi,BSNL,Mobile,0
+918346117257,Sushma Bhat,Dehradun,Uttarakhand,Airtel,Mobile,0
+919122851030,Reema Biswas,Agra,Uttar Pradesh,Airtel,Mobile,0
