PhoneNumber,Name,Location,Carrier,Type,SpamScore
+919338766085,Uma Menon,Delhi,Airtel,Mobile,0
+917950011657,Raj Patel 87,Jaipur,BSNL,Mobile,0
+918178083024,Karthik Iyer,Jaipur,BSNL,Mobile,0
+917611326004,Amit Kumar,Pune,BSNL,Mobile,0
+917939371787,Rashmi Yadav,Kochi,BSNL,Mobile,0
+919138670740,Shalini Bhat,Vizag,Jio,Mobile,0
+916925968173,Amit Kumar 43,Ahmedabad,Vodafone Idea,Mobile,0
+917595101367,Harish Bhat,Vadodara,BSNL,Mobile,0
+919546087410,Arun Nair,Indore,BSNL,Mobile,0
+916211897530,Geeta Saxena 24,Mysore,Jio,Mobile,0
+916578076513,Nandini Agarwal,Nagpur,Jio,Mobile,0
+919892899959,Geeta Saxena,Mysore,Airtel,Mobile,0
+918074122122,Arun Nair,Surat,Vodafone Idea,Mobile,0
+917032452299,Naveen Saxena 46,Nagpur,Airtel,Mobile,0
+918872424906,Sunil Menon 14,Bangalore,BSNL,Mobile,0
+916674975039,Suresh Reddy,Kolkata,Jio,Mobile,0
+918894552871,Naveen Saxena,Kolkata,Vodafone Idea,Mobile,0
+917133225991,Divya Nair,Nagpur,Jio,Mobile,0
+917255310403,Rahul Sharma,Bhopal,Jio,Mobile,0
+918539900687,Ajay Chauhan,Vizag,BSNL,Mobile,0
+918717006040,Kavita Gupta,Bangalore,Jio,Mobile,0
+917839094327,Rashmi Yadav 3,Hyderabad,Vodafone Idea,Mobile,0
+919191380144,Harish Bhat,Coimbatore,Jio,Mobile,0
+918344096834,Sneha Verma,Chandigarh,Jio,Mobile,0
+918983922447,Karthik Iyer,Vizag,Airtel,Mobile,0
+917812156630,Arun Nair,Bhopal,Vodafone Idea,Mobile,0
+919199485900,Priya Sharma,Pune,Vodafone Idea,Mobile,0
+919034583348,Ramesh Agarwal,Vizag,BSNL,Mobile,0
+918450194292,Sunita Chauhan 21,Indore,Airtel,Mobile,0
+919131308735,Pooja Reddy,Bangalore,Jio,Mobile,0
+918624177059,Kavita Gupta,Bhopal,BSNL,Mobile,0
+917362330465,Shalini Bhat 68,Vizag,Vodafone Idea,Mobile,0
+916932542464,Deepak Verma,Chennai,BSNL,Mobile,0
+917582788809,Divya Nair,Chandigarh,Jio,Mobile,0
+919728427754,Sunil Menon,Chandigarh,Vodafone Idea,Mobile,0
+916313222747,Deepak Verma,Indore,Airtel,Mobile,0
+919116890363,Sanjay Joshi,Ahmedabad,Vodafone Idea,Mobile,0
+917192507559,Ramesh Agarwal 83,Chennai,Vodafone Idea,Mobile,0
+919076260035,Pooja Reddy 64,Chandigarh,Airtel,Mobile,0
+917183471310,Karthik Iyer,Mysore,Airtel,Mobile,0
+918322812365,Padma Das 96,Mysore,Jio,Mobile,0
+919696928000,Amit Kumar,Kochi,Vodafone Idea,Mobile,0
+916841651965,Kavita Gupta,Bhopal,Vodafone Idea,Mobile,0
+916258693645,Kavita Gupta 53,Delhi,Vodafone Idea,Mobile,0
+918722585241,Rohit Mishra,Vadodara,BSNL,Mobile,0
+919715588849,Kavita Gupta,Bangalore,BSNL,Mobile,0
+919150762871,Nitin Mehta,Delhi,BSNL,Mobile,0
+919045337220,Rashmi Yadav,Surat,BSNL,Mobile,0
+917131407247,Deepak Verma,Coimbatore,BSNL,Mobile,0
+918826120178,Harish Bhat,Ahmedabad,BSNL,Mobile,0
+918181983388,Amit Kumar 53,Indore,BSNL,Mobile,0
+918411523771,Harish Bhat,Indore,Jio,Mobile,0
+916794351145,Kavita Gupta,Chennai,Airtel,Mobile,0
+918278084764,Rashmi Yadav,Surat,Airtel,Mobile,0
+919114612342,Arun Nair 57,Mysore,Vodafone Idea,Mobile,0
+917372632268,Gaurav Thakur,Vizag,Vodafone Idea,Mobile,0
+918056101047,Sneha Verma,Vadodara,BSNL,Mobile,0
+916971620256,Rekha Mishra,Lucknow,Airtel,Mobile,0
+916028842280,Padma Das 27,Jaipur,Airtel,Mobile,0
+916157652669,Meera Joshi,Vizag,BSNL,Mobile,0
+916717041130,Arun Nair 97,Pune,Vodafone Idea,Mobile,0
+919541061362,Swati Iyer,Indore,BSNL,Mobile,0
+918578253951,Anita Mehta,Bhopal,Airtel,Mobile,0
+918876305815,Uma Menon,Chennai,BSNL,Mobile,0
+916073125182,Deepak Verma,Bhopal,Jio,Mobile,0
+918855221970,Karthik Iyer 87,Surat,Jio,Mobile,0
+919328987875,Sunil Menon,Lucknow,Jio,Mobile,0
+919847033326,Manoj Gupta,Pune,Vodafone Idea,Mobile,0
+917734497955,Sunita Chauhan,Mumbai,Jio,Mobile,0
+918434153828,Anjali Singh 6,Mysore,Jio,Mobile,0
+917125039258,Priya Sharma,Kolkata,BSNL,Mobile,0
+917457286802,Amit Kumar 95,Bhopal,Airtel,Mobile,0
+918646694404,Vikram Singh 33,Kolkata,Airtel,Mobile,0
+917098312030,Raj Patel,Bangalore,Vodafone Idea,Mobile,0
+917192746742,Pradeep Yadav,Kolkata,Jio,Mobile,0
+917722546784,Sanjay Joshi,Hyderabad,Vodafone Idea,Mobile,0
+918892961369,Divya Nair 14,Vizag,Jio,Mobile,0
+917551126025,Rahul Sharma,Bangalore,BSNL,Mobile,0
+919795607659,Geeta Saxena,Kochi,Jio,Mobile,0
+918741672679,Anita Mehta,Chennai,Airtel,Mobile,0
+919571009238,Priya Sharma,Kochi,Jio,Mobile,0
+919374735371,Kavita Gupta,Indore,Vodafone Idea,Mobile,0
+919634211608,Lakshmi Thakur 43,Hyderabad,BSNL,Mobile,0
+917674573564,Sunil Menon,Hyderabad,Vodafone Idea,Mobile,0
+916355078678,Anita Mehta,Pune,BSNL,Mobile,0
+918577001867,Vikram Singh,Vadodara,BSNL,Mobile,0
+917566729977,Pooja Reddy 78,Bhopal,Vodafone Idea,Mobile,0
+918067672850,Pooja Reddy,Kolkata,Vodafone Idea,Mobile,0
+919617131490,Nandini Agarwal,Mysore,BSNL,Mobile,0
+918738431748,Gaurav Thakur,Vadodara,Vodafone Idea,Mobile,0
+917117901413,Sanjay Joshi 65,Mumbai,BSNL,Mobile,0
+917480001232,Priya Sharma 32,Surat,Jio,Mobile,0
+919467297681,Vinod Pandey,Chennai,Jio,Mobile,0
+919198511115,Kavita Gupta,Vizag,Airtel,Mobile,0
+919343810735,Amit Kumar 60,Ahmedabad,Airtel,Mobile,0
+917155227974,Karthik Iyer 71,Coimbatore,Jio,Mobile,0
+919043007107,Suresh Reddy,Chandigarh,BSNL,Mobile,0
+919471068731,Nitin Mehta 67,Mysore,Airtel,Mobile,0
+916341036702,Naveen Saxena,Pune,Jio,Mobile,0
+918220935657,Uma Menon,Jaipur,BSNL,Mobile,0
+916077348431,Lakshmi Thakur,Indore,BSNL,Mobile,0
+917167552182,Uma Menon,Jaipur,Airtel,Mobile,0
+919866515952,Sunil Menon,Mumbai,BSNL,Mobile,0
+917036741180,Arun Nair 65,Surat,Vodafone Idea,Mobile,0
+919820021715,Suresh Reddy,Vizag,Airtel,Mobile,0
+918416897892,Rashmi Yadav 80,Bhopal,Jio,Mobile,0
+918715919867,Sunil Menon,Bangalore,BSNL,Mobile,0
+917948005343,Rahul Sharma,Surat,Airtel,Mobile,0
+919081930049,Sunil Menon 45,Ahmedabad,Vodafone Idea,Mobile,0
+919627886644,Meera Joshi 56,Jaipur,Airtel,Mobile,0
+916544118024,Gaurav Thakur,Indore,Airtel,Mobile,0
+918870743652,Rohit Mishra,Chandigarh,Airtel,Mobile,0
+917651766677,Rashmi Yadav 91,Hyderabad,BSNL,Mobile,0
+919590116152,Priya Sharma,Mysore,Jio,Mobile,0
+919327950934,Nitin Mehta,Pune,Jio,Mobile,0
+917990825206,Harish Bhat,Bangalore,Vodafone Idea,Mobile,0
+916129014281,Pradeep Yadav 34,Coimbatore,BSNL,Mobile,0
+916174716198,Padma Das,Mysore,Airtel,Mobile,0
+917539508770,Deepak Verma,Ahmedabad,Airtel,Mobile,0
+917397043777,Rekha Mishra,Coimbatore,Jio,Mobile,0
+918210156327,Rohit Mishra,Jaipur,Jio,Mobile,0
+918794238594,Manoj Gupta 85,Vadodara,Vodafone Idea,Mobile,0
+919861412423,Sunil Menon,Pune,BSNL,Mobile,0
+918192639916,Deepak Verma 6,Vadodara,BSNL,Mobile,0
+918368632587,Nandini Agarwal,Mumbai,BSNL,Mobile,0
+919435774177,Arun Nair,Chandigarh,Airtel,Mobile,0
+916616815420,Vikram Singh,Jaipur,BSNL,Mobile,0
+918881260478,Sunil Menon,Hyderabad,Airtel,Mobile,0
+917278674852,Rashmi Yadav,Jaipur,Jio,Mobile,0
+916237498946,Rashmi Yadav 8,Bhopal,Jio,Mobile,0
+917920196176,Rekha Mishra 18,Vizag,Jio,Mobile,0
+917940777357,Gaurav Thakur,Pune,BSNL,Mobile,0
+919150540757,Rahul Sharma 44,Vadodara,Airtel,Mobile,0
+918838105982,Lakshmi Thakur,Hyderabad,Airtel,Mobile,0
+918327440450,Nandini Agarwal,Lucknow,BSNL,Mobile,0
+918231337866,Rekha Mishra 27,Bhopal,Airtel,Mobile,0
+917082663474,Nandini Agarwal,Surat,Airtel,Mobile,0
+918270193332,Deepak Verma,Kolkata,Vodafone Idea,Mobile,0
+917026064338,Arun Nair,Pune,Airtel,Mobile,0
+919878468866,Harish Bhat,Coimbatore,BSNL,Mobile,0
+918655431639,Gaurav Thakur 82,Delhi,Jio,Mobile,0
+918796290143,Rashmi Yadav,Vadodara,BSNL,Mobile,0
+918126365836,Vikram Singh 52,Mumbai,Airtel,Mobile,0
+916158229286,Amit Kumar,Pune,Jio,Mobile,0
+919772526403,Rashmi Yadav,Delhi,Jio,Mobile,0
+916275977306,Gaurav Thakur 52,Chandigarh,Vodafone Idea,Mobile,0
+918650816091,Swati Iyer,Bhopal,Airtel,Mobile,0
+918669710583,Meera Joshi 29,Surat,Jio,Mobile,0
+919823809364,Vinod Pandey,Coimbatore,Vodafone Idea,Mobile,0
+917719534110,Ajay Chauhan,Ahmedabad,Jio,Mobile,0
+916713812922,Rahul Sharma,Mysore,Jio,Mobile,0
+918950649553,Rekha Mishra 14,Coimbatore,Airtel,Mobile,0
+917099992422,Sunil Menon 65,Coimbatore,Vodafone Idea,Mobile,0
+916128924976,Sanjay Joshi 98,Bhopal,Jio,Mobile,0
+918471666340,Sunita Chauhan,Indore,Jio,Mobile,0
+918512109025,Manoj Gupta,Pune,BSNL,Mobile,0
+917889712742,Padma Das,Pune,Jio,Mobile,0
+918785743961,Priya Sharma,Vadodara,BSNL,Mobile,0
+917417374904,Nandini Agarwal,Kolkata,BSNL,Mobile,0
+917225182760,Ajay Chauhan,Indore,BSNL,Mobile,0
+917121806657,Vinod Pandey 5,Kochi,BSNL,Mobile,0
+917414138862,Nitin Mehta,Nagpur,Vodafone Idea,Mobile,0
+916966900534,Rekha Mishra,Hyderabad,Jio,Mobile,0
+916111301958,Kavita Gupta,Mysore,Airtel,Mobile,0
+918145935726,Anjali Singh,Nagpur,BSNL,Mobile,0
+916977150768,Divya Nair 55,Lucknow,BSNL,Mobile,0
+919423169050,Raj Patel,Indore,Vodafone Idea,Mobile,0
+917951631783,Nitin Mehta,Vadodara,Jio,Mobile,0
+918679756654,Sunita Chauhan,Hyderabad,Vodafone Idea,Mobile,0
+918820988181,Raj Patel,Kolkata,Vodafone Idea,Mobile,0
+916356711200,Anita Mehta,Pune,Vodafone Idea,Mobile,0
+919727290406,Neha Patel 48,Bhopal,BSNL,Mobile,0
+918415703611,Priya Sharma,Pune,BSNL,Mobile,0
+916827407235,Nitin Mehta,Bangalore,Jio,Mobile,0
+916338465319,Rashmi Yadav,Surat,Jio,Mobile,0
+916173193994,Pooja Reddy,Chennai,Airtel,Mobile,0
+918617428537,Anita Mehta 2,Vizag,Jio,Mobile,0
+918552332234,Rohit Mishra,Ahmedabad,BSNL,Mobile,0
+918958908426,Sunita Chauhan,Chennai,Jio,Mobile,0
+917297837629,Priya Sharma,Kochi,BSNL,Mobile,0
+918178485154,Swati Iyer,Delhi,Vodafone Idea,Mobile,0
+918198765344,Vinod Pandey,Vizag,Jio,Mobile,0
+918279344642,Sunil Menon 66,Kochi,BSNL,Mobile,0
+919131570298,Deepak Verma,Indore,Vodafone Idea,Mobile,0
+917466957116,Anita Mehta,Delhi,BSNL,Mobile,0
+916534319527,Nitin Mehta,Bangalore,Vodafone Idea,Mobile,0
+919160133657,Gaurav Thakur,Hyderabad,Vodafone Idea,Mobile,0
+917397125188,Pooja Reddy,Mumbai,BSNL,Mobile,0
+917691280564,Deepak Verma,Kolkata,BSNL,Mobile,0
+919380413076,Priya Sharma,Bhopal,Vodafone Idea,Mobile,0
+917685889996,Suresh Reddy,Vizag,BSNL,Mobile,0
+917314633055,Rekha Mishra 9,Mysore,Vodafone Idea,Mobile,0
+917895670963,Karthik Iyer,Bhopal,Jio,Mobile,0
+916744732221,Neha Patel 56,Surat,BSNL,Mobile,0
+917715872943,Sunita Chauhan,Coimbatore,Vodafone Idea,Mobile,0
+919582138260,Padma Das 44,Kolkata,BSNL,Mobile,0
+919336234630,Raj Patel,Bhopal,BSNL,Mobile,0
+919863375411,Sunil Menon,Nagpur,Jio,Mobile,0
+919176597308,Radha Pandey,Bangalore,Jio,Mobile,0
+917092520025,Ramesh Agarwal 67,Hyderabad,Airtel,Mobile,0
+918510801707,Suresh Reddy 26,Nagpur,Airtel,Mobile,0
+918231854386,Harish Bhat 69,Surat,Vodafone Idea,Mobile,0
+917366583678,Lakshmi Thakur 97,Pune,Vodafone Idea,Mobile,0
+917827502860,Padma Das,Kochi,BSNL,Mobile,0
+918947919723,Uma Menon,Ahmedabad,Jio,Mobile,0
+918069194234,Ramesh Agarwal,Hyderabad,Airtel,Mobile,0
+918255252098,Sanjay Joshi,Bangalore,Vodafone Idea,Mobile,0
+916278228160,Ramesh Agarwal 86,Mysore,Jio,Mobile,0
+918495504052,Deepak Verma,Chennai,BSNL,Mobile,0
+918173955627,Rashmi Yadav,Bhopal,Vodafone Idea,Mobile,0
+916850295359,Uma Menon 32,Nagpur,BSNL,Mobile,0
+919778409230,Kavita Gupta,Hyderabad,Jio,Mobile,0
+918193447205,Gaurav Thakur 29,Vadodara,BSNL,Mobile,0
+917887649021,Priya Sharma,Hyderabad,Airtel,Mobile,0
+917655038824,Geeta Saxena 94,Bangalore,Vodafone Idea,Mobile,0
+917297583017,Pradeep Yadav,Vadodara,BSNL,Mobile,0
+919063031325,Rohit Mishra,Coimbatore,Vodafone Idea,Mobile,0
+916830438938,Nitin Mehta,Surat,Vodafone Idea,Mobile,0
+919650098612,Ramesh Agarwal,Chandigarh,BSNL,Mobile,0
+918150354681,Priya Sharma,Hyderabad,Jio,Mobile,0
+916135069881,Pradeep Yadav 48,Lucknow,BSNL,Mobile,0
+919015203332,Karthik Iyer 47,Chandigarh,Vodafone Idea,Mobile,0
+919079175599,Sanjay Joshi,Vadodara,Jio,Mobile,0
+917554049299,Karthik Iyer,Hyderabad,Jio,Mobile,0
+917087882119,Geeta Saxena 22,Delhi,Airtel,Mobile,0
+917350872233,Rahul Sharma,Hyderabad,BSNL,Mobile,0
+918674707853,Priya Sharma 79,Coimbatore,BSNL,Mobile,0
+918633901326,Rohit Mishra,Jaipur,Jio,Mobile,0
+919819934273,Uma Menon,Lucknow,BSNL,Mobile,0
+916616561910,Vikram Singh,Ahmedabad,Jio,Mobile,0
+916591504126,Divya Nair,Coimbatore,Vodafone Idea,Mobile,0
+916864054421,Vikram Singh,Mysore,Airtel,Mobile,0
+918721617861,Nitin Mehta,Nagpur,Vodafone Idea,Mobile,0
+917863704330,Shalini Bhat,Kochi,BSNL,Mobile,0
+917771057369,Pooja Reddy,Jaipur,BSNL,Mobile,0
+918488661013,Kavita Gupta 15,Bangalore,Airtel,Mobile,0
+919762594005,Naveen Saxena 50,Coimbatore,Jio,Mobile,0
+918931463829,Radha Pandey,Surat,Jio,Mobile,0
+917254793404,Pradeep Yadav,Vadodara,BSNL,Mobile,0
+918715331345,Rohit Mishra 69,Kochi,Airtel,Mobile,0
+918914165810,Deepak Verma 41,Vadodara,Airtel,Mobile,0
+916344414342,Sunita Chauhan,Bangalore,Airtel,Mobile,0
+918636269412,Sanjay Joshi,Chandigarh,Jio,Mobile,0
+918289024760,Padma Das,Lucknow,BSNL,Mobile,0
+917951177650,Nandini Agarwal 59,Vadodara,Airtel,Mobile,0
+917949816736,Ajay Chauhan,Lucknow,BSNL,Mobile,0
+916393954018,Rahul Sharma,Kolkata,Vodafone Idea,Mobile,0
+918591251124,Amit Kumar,Hyderabad,Vodafone Idea,Mobile,0
+919818170654,Sneha Verma,Bhopal,Vodafone Idea,Mobile,0
+916775135112,Sunil Menon,Hyderabad,Jio,Mobile,0
+919132575064,Meera Joshi 59,Bangalore,Airtel,Mobile,0
+916191854652,Naveen Saxena 33,Pune,Jio,Mobile,0
+916740598308,Rahul Sharma,Surat,Jio,Mobile,0
+917880548875,Rashmi Yadav 50,Kolkata,Jio,Mobile,0
+918386415064,Sunil Menon,Chennai,Airtel,Mobile,0
+917291860278,Padma Das 55,Kochi,Vodafone Idea,Mobile,0
+919751873747,Vinod Pandey 29,Mumbai,Vodafone Idea,Mobile,0
+918195026620,Sunita Chauhan,Vizag,Vodafone Idea,Mobile,0
+917184988886,Nandini Agarwal,Delhi,BSNL,Mobile,0
+918329125836,Meera Joshi,Lucknow,BSNL,Mobile,0
+918735061504,Vinod Pandey,Lucknow,Jio,Mobile,0
+918892073659,Karthik Iyer,Jaipur,Jio,Mobile,0
+917918176190,Rashmi Yadav,Bangalore,Jio,Mobile,0
+916213670195,Deepak Verma 92,Vizag,Vodafone Idea,Mobile,0
+919048778337,Naveen Saxena 8,Indore,BSNL,Mobile,0
+916377763270,Divya Nair 51,Chennai,Vodafone Idea,Mobile,0
+917117659662,Sunita Chauhan,Vizag,BSNL,Mobile,0
+916747315567,Anita Mehta 70,Ahmedabad,BSNL,Mobile,0
+918319142969,Uma Menon,Kolkata,Jio,Mobile,0
+917150592885,Nandini Agarwal 30,Mysore,Jio,Mobile,0
+919651195031,Meera Joshi,Kolkata,BSNL,Mobile,0
+919550794834,Padma Das 82,Bhopal,BSNL,Mobile,0
+917964939359,Geeta Saxena,Kolkata,BSNL,Mobile,0
+919837394048,Ramesh Agarwal,Chandigarh,BSNL,Mobile,0
+918446317041,Sneha Verma 29,Delhi,Airtel,Mobile,0
+918228602670,Sneha Verma,Indore,Jio,Mobile,0
+917790488886,Meera Joshi,Bangalore,BSNL,Mobile,0
+918193608216,Vikram Singh,Bhopal,Airtel,Mobile,0
+919771663743,Vinod Pandey 85,Kolkata,BSNL,Mobile,0
+917997783357,Pradeep Yadav,Kochi,BSNL,Mobile,0
+918332174844,Arun Nair 83,Kochi,Airtel,Mobile,0
+918820779510,Anjali Singh 61,Bhopal,Jio,Mobile,0
+917770173184,Divya Nair,Chandigarh,Airtel,Mobile,0
+919319016348,Anita Mehta,Mysore,BSNL,Mobile,0
+917978465134,Kavita Gupta,Indore,Airtel,Mobile,0
+917088162955,Gaurav Thakur 8,Vadodara,Airtel,Mobile,0
+918245196069,Shalini Bhat 29,Jaipur,Airtel,Mobile,0
+918033564913,Karthik Iyer,Surat,Jio,Mobile,0
+919518541676,Anita Mehta,Mumbai,Airtel,Mobile,0
+917355174480,Meera Joshi,Surat,Airtel,Mobile,0
+916822185071,Priya Sharma,Chandigarh,Airtel,Mobile,0
+916783039900,Deepak Verma,Chandigarh,Vodafone Idea,Mobile,0
+916717459660,Ramesh Agarwal,Kochi,Airtel,Mobile,0
+916172703727,Karthik Iyer 62,Bhopal,Vodafone Idea,Mobile,0
+918262923513,Vikram Singh,Kolkata,Vodafone Idea,Mobile,0
+919682918648,Harish Bhat,Mysore,Vodafone Idea,Mobile,0
+916876915584,Priya Sharma,Chennai,Vodafone Idea,Mobile,0
+917928957445,Rohit Mishra,Chennai,BSNL,Mobile,0
+916326897543,Gaurav Thakur,Ahmedabad,Airtel,Mobile,0
+918852516717,Vinod Pandey,Mysore,BSNL,Mobile,0
+917362029673,Lakshmi Thakur 81,Hyderabad,Airtel,Mobile,0
+919639105465,Rekha Mishra,Mysore,BSNL,Mobile,0
+916740671972,Kavita Gupta 94,Vizag,Vodafone Idea,Mobile,0
+919516757781,Rekha Mishra,Nagpur,Airtel,Mobile,0
+917611978616,Sneha Verma 91,Kochi,BSNL,Mobile,0
+918769495060,Anjali Singh 92,Hyderabad,BSNL,Mobile,0
+919723731200,Sunil Menon,Kolkata,Jio,Mobile,0
+919169169085,Pradeep Yadav 37,Coimbatore,Vodafone Idea,Mobile,0
+919869879121,Amit Kumar,Ahmedabad,Airtel,Mobile,0
+917232449388,Neha Patel,Kolkata,Vodafone Idea,Mobile,0
+917865209880,Lakshmi Thakur,Indore,Airtel,Mobile,0
+916976883576,Pradeep Yadav,Vizag,BSNL,Mobile,0
+916074210041,Ramesh Agarwal,Hyderabad,BSNL,Mobile,0
+917045390175,Raj Patel 28,Indore,Vodafone Idea,Mobile,0
+918394782481,Uma Menon,Kochi,BSNL,Mobile,0
+917179236319,Anita Mehta 97,Jaipur,Vodafone Idea,Mobile,0
+919612821389,Sunita Chauhan,Chennai,Vodafone Idea,Mobile,0
+918410322423,Arun Nair,Lucknow,Jio,Mobile,0
+917927876941,Uma Menon 62,Lucknow,Airtel,Mobile,0
+918914193955,Rashmi Yadav,Kolkata,Airtel,Mobile,0
+917310652099,Ajay Chauhan 15,Chennai,Airtel,Mobile,0
+916946690489,Rahul Sharma,Delhi,Airtel,Mobile,0
+917419092335,Rahul Sharma,Surat,Jio,Mobile,0
+919525774780,Suresh Reddy,Bhopal,BSNL,Mobile,0
+916330482564,Divya Nair,Kochi,Jio,Mobile,0
+916310772047,Priya Sharma 64,Delhi,Airtel,Mobile,0
+917565300159,Shalini Bhat,Kolkata,Airtel,Mobile,0
+917866118129,Geeta Saxena,Coimbatore,Airtel,Mobile,0
+918881567715,Padma Das,Mysore,Airtel,Mobile,0
+918189939829,Pradeep Yadav,Delhi,Jio,Mobile,0
+916662041437,Rahul Sharma 13,Nagpur,BSNL,Mobile,0
+919459224598,Arun Nair 26,Bangalore,Vodafone Idea,Mobile,0
+916349292378,Priya Sharma 87,Hyderabad,BSNL,Mobile,0
+917329161328,Anita Mehta 26,Pune,Vodafone Idea,Mobile,0
+917028146608,Sanjay Joshi,Bangalore,Airtel,Mobile,0
+917145207594,Naveen Saxena,Bangalore,Vodafone Idea,Mobile,0
+916578602301,Rohit Mishra 24,Pune,Airtel,Mobile,0
+918746764267,Shalini Bhat,Bangalore,Jio,Mobile,0
+918069182743,Harish Bhat,Chandigarh,Jio,Mobile,0
+917865165074,Ajay Chauhan,Mysore,Jio,Mobile,0
+917326103577,Sunita Chauhan,Vizag,Vodafone Idea,Mobile,0
+919893721232,Sunita Chauhan,Vadodara,Airtel,Mobile,0
+918496448459,Geeta Saxena,Indore,Airtel,Mobile,0
+918915135057,Sunil Menon 52,Surat,Vodafone Idea,Mobile,0
+916787550473,Vinod Pandey,Bhopal,BSNL,Mobile,0
+916875344966,Divya Nair,Bangalore,Jio,Mobile,0
+918924018278,Sunita Chauhan,Delhi,Vodafone Idea,Mobile,0
